710, 27.30
711, 27.11
712, 27.05
713, 26.88
714, 26.81
715, 26.62
716, 26.56
717, 26.50
718, 26.31
719, 26.25
720, 26.17
721, 25.98
722, 25.91
723, 25.72
724, 25.64
725, 25.58
726, 25.38
727, 25.30
728, 25.22
729, 25.02
730, 24.94
731, 24.86
732, 24.77
733, 24.56
734, 24.48
735, 24.39
736, 24.31
737, 24.09
738, 24.02
739, 23.92
740, 23.83
741, 23.61
742, 23.52
743, 23.42
744, 23.33
745, 23.22
746, 23.00
747, 22.91
748, 22.80
749, 22.70
750, 22.59
751, 22.48
752, 22.38
753, 22.16
754, 22.05
755, 21.92
756, 21.81
757, 21.70
758, 21.59
759, 21.47
760, 21.36
761, 21.23
762, 21.12
763, 21.00
764, 20.88
765, 20.75
766, 20.62
767, 20.50
768, 20.38
769, 20.25
770, 20.11
771, 19.98
772, 19.86
773, 19.72
774, 19.59
775, 19.45
776, 19.31
777, 19.17
778, 19.03
779, 18.89
780, 18.75
781, 18.61
782, 18.47
783, 18.33
784, 18.30
785, 18.14
786, 18.00
787, 17.84
788, 17.69
789, 17.55
790, 17.39
791, 17.34
792, 17.19
793, 17.03
794, 16.88
795, 16.72
796, 16.67
797, 16.50
798, 16.34
799, 16.17
800, 16.12
801, 15.95
802, 15.80
803, 15.62
804, 15.56
805, 15.39
806, 15.22
807, 15.05
808, 14.98
809, 14.80
810, 14.62
811, 14.56
812, 14.38
813, 14.19
814, 14.12
815, 13.94
816, 13.88
817, 13.69
818, 13.48
819, 13.42
820, 13.22
821, 13.03
822, 12.95
823, 12.75
824, 12.67
825, 12.47
826, 12.39
827, 12.19
828, 12.11
829, 11.91
830, 11.81
831, 11.61
832, 11.52
833, 11.30
834, 11.20
835, 11.00
836, 10.91
837, 10.69
838, 10.59
839, 10.38
840, 10.27
841, 10.05
842, 9.94
843, 9.72
844, 9.61
845, 9.50
846, 9.28
847, 9.17
848, 9.05
849, 8.83
850, 8.70
851, 8.47
852, 8.36
853, 8.23
854, 8.00
855, 7.88
856, 7.75
857, 7.52
858, 7.39
859, 7.25
860, 7.12
861, 6.88
862, 6.75
863, 6.61
864, 6.48
865, 6.23
866, 6.09
867, 5.95
868, 5.81
869, 5.55
870, 5.41
871, 5.27
872, 5.12
873, 4.97
874, 4.70
875, 4.56
876, 4.41
877, 4.25
878, 4.11
879, 3.95
880, 3.80
881, 3.52
882, 3.36
883, 3.20
884, 3.03
885, 2.88
886, 2.70
887, 2.55
888, 2.38
889, 2.20
890, 2.03
891, 1.86
892, 1.69
893, 1.52
894, 1.33
895, 1.16
896, 0.98
897, 0.80
898, 0.61
899, 0.44
900, 0.25
901, 0.06
902, -0.12
903, -0.31
904, -0.50
905, -0.70
906, -0.89
907, -1.09
908, -1.28
909, -1.48
910, -1.69
911, -1.88
912, -1.97
913, -2.17
914, -2.38
915, -2.58
916, -2.80
917, -3.00
918, -3.22
919, -3.31
920, -3.52
921, -3.73
922, -3.95
923, -4.17
924, -4.27
925, -4.50
926, -4.72
927, -4.94
928, -5.05
929, -5.28
930, -5.50
931, -5.73
932, -5.84
933, -6.08
934, -6.31
935, -6.55
936, -6.67
937, -6.91
938, -7.16
939, -7.28
940, -7.52
941, -7.77
942, -7.89
943, -8.14
944, -8.28
945, -8.53
946, -8.78
947, -8.92
948, -9.17
949, -9.42
950, -9.58
951, -9.83
952, -9.97
953, -10.23
954, -10.39
955, -10.66
956, -10.80
957, -11.08
958, -11.22
959, -11.50
960, -11.66
961, -11.92
962, -12.09
963, -12.36
964, -12.53
965, -12.81
966, -12.97
967, -13.27
968, -13.44
969, -13.72
970, -13.89
971, -14.19
972, -14.36
973, -14.53
974, -14.83
975, -15.00
976, -15.19
977, -15.48
978, -15.67
979, -15.97
980, -16.16
981, -16.34
982, -16.66
983, -16.84
984, -17.05
985, -17.36
986, -17.56
987, -17.75
988, -17.95
989, -18.27
990, -18.47
991, -18.67
992, -18.89
993, -19.22
994, -19.42
995, -19.62
996, -19.84
997, -20.17
998, -20.39
999, -20.61
1000, -20.83
1001, -21.05
1002, -21.39
1003, -21.61
1004, -21.84
1005, -22.06
1006, -22.30
1007, -22.52
1008, -22.75
1009, -23.11
1010, -23.34
1011, -23.58
1012, -23.81
1013, -24.06
1014, -24.30
1015, -24.55
1016, -24.78
1017, -25.03
1018, -25.28
1019, -25.53
1020, -25.78
1021, -26.03
1022, -26.28
1023, -26.55
